Actividad,Línea_Servicio,ESPACIO_ACTIVIDAD,Asistencias,Rangos_Edad,LUGAR
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
PRÉSTAMO DE COMPUTADORES (RECURRENTE),ACCESO A INTERNET,SALA DE SISTEMAS,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
PRÉSTAMO DE COMPUTADORES (RECURRENTE),ACCESO A INTERNET,SALA DE SISTEMAS,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
INFORMACIÓN LOCAL (REAL),FORMACIÓN DE USUARIOS / ALFABETIZACIÓN INFORMACIONAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (REAL),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (REAL),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
PRÉSTAMO DE COMPUTADORES (RECURRENTE),ACCESO A INTERNET,SALA DE SISTEMAS,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (RECURRENTE),CONSULTA EN SALA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADULTOS (27 A 59 AÑOS),MERCEDES DE C
PRÉSTAMO DE COMPUTADORES (RECURRENTE),ACCESO A INTERNET,SALA DE SISTEMAS,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
CONSULTA EN SALA (LIBROS PERIÓDICOS Y REVISTAS) - (REAL),CONSULTA EN SALA,SALA GENERAL,1,ADOLESCENTES (12 A 17 AÑOS),MERCEDES DE C
PRÉSTAMO DE COMPUTADORES (RECURRENTE),ACCESO A INTERNET,SALA DE SISTEMAS,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
INFORMACIÓN LOCAL (RECURRENTE),ACTIVIDADES Y FORMACION COMUNITARIA PARA EL DESARROLLO LOCAL,SALA GENERAL,1,ADULTOS MAYORES (60 AÑOS EN ADELANTE),MERCEDES DE C
ORIENTACIÓN ACADÉMICA (RECURRENTE),REFERENCIA,SALA GENERAL,1,NIÑOS Y NIÑAS (6-11),MERCEDES DE C
